,name,github_id,description,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,github_release_downloads,monthly_downloads,trending,new_addition
237,zcaceres/fetch-mcp,zcaceres/fetch-mcp,"An MCP server to flexibly fetch JSON, text, and HTML data.","['local', 'typescript']",developer-tools,https://github.com/zcaceres/fetch-mcp,https://github.com/zcaceres/fetch-mcp,MIT,2024-12-18 01:05:17,2025-05-10 19:29:26,2025-05-10 19:29:26,11,,92,2.0,6.0,6.0,8.0,564,,,,,,4.0,8,True,3,,,,
238,automation-ai-labs/mcp-link,automation-ai-labs/mcp-link,Seamlessly Integrate Any API with AI Agents (with OpenAPI Schema).,"['go', 'local']",developer-tools,https://github.com/automation-ai-labs/mcp-link,https://github.com/automation-ai-labs/mcp-link,MIT,2025-03-29 06:30:31,2025-04-03 15:48:57,2025-04-03 15:48:53,7,,61,6.0,2.0,6.0,3.0,522,,,,,,,8,True,3,,,,
239,reading-plus-ai/mcp-server-data-exploration,reading-plus-ai/mcp-server-data-exploration,"Enables autonomous data exploration on .csv-based datasets, providing intelligent insights with minimal effort.","['cloud', 'python']",data-science-tools,https://github.com/reading-plus-ai/mcp-server-data-exploration,https://github.com/reading-plus-ai/mcp-server-data-exploration,MIT,2024-12-06 18:26:04,2025-03-22 17:26:01,2025-03-22 17:26:00,7,,54,5.0,3.0,7.0,,470,,,,,,2.0,8,True,3,,,,
240,abhiemj/manim-mcp-server,abhiemj/manim-mcp-server,A local MCP server that generates animations using Manim.,"['linux', 'local', 'python', 'windows']",art-and-culture,https://github.com/abhiemj/manim-mcp-server,https://github.com/abhiemj/manim-mcp-server,MIT,2025-03-31 05:17:21,2025-05-19 17:12:31,2025-05-19 17:12:31,11,,45,3.0,6.0,3.0,,449,,,,,,,8,True,2,,,,
241,QuantGeekDev/docker-mcp,QuantGeekDev/docker-mcp,Docker container management and operations through MCP.,"['go', 'local']",developer-tools,https://github.com/QuantGeekDev/docker-mcp,https://github.com/QuantGeekDev/docker-mcp,MIT,2024-12-04 22:53:04,2024-12-14 03:54:41,2024-12-14 03:54:41,20,,49,9.0,11.0,3.0,,369,,,,1.0,1.0,2.0,8,True,3,,,,
242,danhilse/notion_mcp,danhilse/notion_mcp,Integrates with Notions API to manage personal todo lists.,"['cloud', 'python']",other-tools-and-integrations,https://github.com/danhilse/notion_mcp,https://github.com/danhilse/notion_mcp,MIT,2024-11-30 03:28:34,2024-12-18 17:39:00,2024-12-18 17:38:57,11,,50,4.0,4.0,2.0,2.0,200,,,,,,,8,True,3,,,,
243,adhikasp/mcp-twikit,adhikasp/mcp-twikit,Interact with Twitter search and timeline.,"['cloud', 'python']",communication,https://github.com/adhikasp/mcp-twikit,https://github.com/adhikasp/mcp-twikit,MIT,2024-12-15 03:37:27,2025-03-14 14:35:31,2025-03-14 14:35:31,16,,25,2.0,7.0,4.0,,197,,,,,,5.0,8,True,3,,,,
244,kaliaboi/mcp-zotero,kaliaboi/mcp-zotero,A connector for LLMs to work with collections and sources on your Zotero Cloud.,"['cloud', 'typescript']",knowledge-and-memory,https://github.com/kaliaboi/mcp-zotero,https://github.com/kaliaboi/mcp-zotero,MIT,2024-12-19 17:53:35,2025-02-04 19:51:43,2025-02-04 19:51:42,22,,15,3.0,5.0,7.0,,129,,,,1.0,1.0,3.0,8,True,3,,,,
245,langfuse/mcp-server-langfuse,langfuse/mcp-server-langfuse,MCP server to access and manage LLM application prompts created with Langfuse) Prompt Management.,"['local', 'python']",developer-tools,https://github.com/langfuse/mcp-server-langfuse,https://github.com/langfuse/mcp-server-langfuse,MIT,2025-02-15 11:58:06,2025-02-16 14:03:25,2025-02-15 23:13:01,9,,27,2.0,9.0,2.0,1.0,127,2025-02-15 21:24:41,0.0.1,2.0,,,,8,True,3,,,,
246,andybrandt/mcp-simple-pubmed,andybrandt/mcp-simple-pubmed,MCP to search and read medical / life sciences papers from PubMed.,"['cloud', 'python']",search-data-extraction,https://github.com/andybrandt/mcp-simple-pubmed,https://github.com/andybrandt/mcp-simple-pubmed,MIT,2024-12-11 14:53:03,2025-08-18 21:00:06,2025-08-18 21:00:06,35,9.0,22,2.0,4.0,2.0,1.0,125,,,,,,5.0,8,True,3,,,,
247,gomarble-ai/facebook-ads-mcp-server,gomarble-ai/facebook-ads-mcp-server,"MCP server acting as an interface to the Facebook Ads, enabling programmatic access to Facebook Ads data and..","['cloud', 'python']",marketing,https://github.com/gomarble-ai/facebook-ads-mcp-server,https://github.com/gomarble-ai/facebook-ads-mcp-server,MIT,2025-04-07 17:46:05,2025-08-21 08:05:50,2025-08-21 08:05:50,35,16.0,24,1.0,22.0,1.0,1.0,124,,,,,,4.0,8,True,3,,,,
248,r-huijts/strava-mcp,r-huijts/strava-mcp,"A Model Context Protocol (MCP) server that connects to Strava API, providing tools to access Strava data through LLMs.","['cloud', 'typescript']",sports,https://github.com/r-huijts/strava-mcp,https://github.com/r-huijts/strava-mcp,MIT,2025-04-06 14:02:48,2025-07-07 09:09:56,2025-07-07 09:09:55,39,6.0,15,5.0,9.0,3.0,3.0,118,,,,,,6.0,8,True,1,,,,
249,XeroAPI/xero-mcp-server,XeroAPI/xero-mcp-server,"An MCP server that integrates with Xeros API, allowing for standardized access to Xeros accounting and business..","['cloud', 'typescript']",finance-and-fintech,https://github.com/XeroAPI/xero-mcp-server,https://github.com/XeroAPI/xero-mcp-server,MIT,2025-03-17 02:29:58,2025-05-18 08:55:11,2025-05-18 08:55:11,79,,56,14.0,73.0,9.0,5.0,111,,,,,,13.0,8,True,3,,,,
250,jinzcdev/markmap-mcp-server,jinzcdev/markmap-mcp-server,An MCP server built on markmap that converts Markdown to interactive mind maps. Supports multi-format exports..,"['local', 'typescript']",knowledge-and-memory,https://github.com/jinzcdev/markmap-mcp-server,https://github.com/jinzcdev/markmap-mcp-server,MIT,2025-04-28 12:53:55,2025-06-12 10:53:56,2025-06-12 10:53:46,23,2.0,12,2.0,3.0,2.0,,98,2025-05-06 07:57:14,0.1.1,2.0,1.0,1.0,2.0,8,True,3,,,,
251,roychri/mcp-server-asana,roychri/mcp-server-asana,This Model Context Protocol server implementation of Asana allows you to talk to Asana API from MCP Client such as..,"['cloud', 'typescript']",other-tools-and-integrations,https://github.com/roychri/mcp-server-asana,https://github.com/roychri/mcp-server-asana,MIT,2024-12-04 23:23:56,2025-05-21 22:57:22,2025-05-21 22:57:22,61,,31,2.0,12.0,8.0,9.0,97,,,,,,5.0,8,True,3,,,,
252,alfonsograziano/node-code-sandbox-mcp,alfonsograziano/node-code-sandbox-mcp,A Node.js MCP server that spins up isolated Docker-based sandboxes for executing JavaScript snippets with on-the-fly..,"['local', 'typescript']",code-execution,https://github.com/alfonsograziano/node-code-sandbox-mcp,https://github.com/alfonsograziano/node-code-sandbox-mcp,,2025-04-26 04:11:18,2025-08-21 15:30:18,2025-08-21 15:30:10,226,28.0,18,2.0,54.0,9.0,35.0,90,,,,,,7.0,8,True,3,,,,
253,Seym0n/tiktok-mcp,Seym0n/tiktok-mcp,Interact with TikTok videos.,"['cloud', 'typescript']",other-tools-and-integrations,https://github.com/Seym0n/tiktok-mcp,https://github.com/Seym0n/tiktok-mcp,MIT,2025-03-13 12:23:46,2025-06-10 19:42:33,2025-06-10 19:37:06,9,2.0,14,3.0,1.0,1.0,,88,2025-06-10 19:42:33,2,2.0,,,,8,True,3,,,,
254,areweai/tsgram-mcp,areweai/tsgram-mcp,"TSgram: Telegram + Claude with local workspace access on your phone in typescript. Read, write, and vibe code on the..",[],communication,https://github.com/areweai/tsgram-mcp,https://github.com/areweai/tsgram-mcp,MIT,2025-06-23 22:38:41,2025-06-26 04:55:26,2025-06-26 04:55:26,22,22.0,20,13.0,1.0,,,84,,,,,,2.0,8,True,3,,,,
255,evalstate/mcp-miro,evalstate/mcp-miro,"Access MIRO whiteboards, bulk create and read items. Requires OAUTH key for REST API.","['cloud', 'typescript']",other-tools-and-integrations,https://github.com/evalstate/mcp-miro,https://github.com/evalstate/mcp-miro,Apache-2.0,2024-11-28 18:52:24,2024-12-23 15:11:21,2024-12-23 15:11:21,23,,24,2.0,6.0,4.0,,81,,,,1.0,1.0,3.0,8,True,3,,,,
256,ChanMeng666/server-google-news,ChanMeng666/server-google-news,"Google News integration with automatic topic categorization, multi-language support, and comprehensive search..","['cloud', 'typescript']",search-data-extraction,https://github.com/ChanMeng666/server-google-news,https://github.com/ChanMeng666/server-google-news,MIT,2024-12-29 12:48:15,2025-08-20 10:14:33,2025-08-20 09:58:47,78,12.0,16,1.0,22.0,2.0,1.0,77,,,,,,8.0,8,True,3,,,,
257,tufantunc/ssh-mcp,tufantunc/ssh-mcp,MCP server exposing SSH control for Linux and Windows servers via Model Context Protocol. Securely execute remote..,"['linux', 'local', 'typescript', 'windows']",command-line,https://github.com/tufantunc/ssh-mcp,https://github.com/tufantunc/ssh-mcp,MIT,2025-04-26 21:07:32,2025-08-18 00:27:00,2025-08-18 00:26:59,19,8.0,8,1.0,3.0,,2.0,72,2025-07-06 09:13:54,1.0.7,8.0,,,,8,True,3,,,,
258,nkapila6/mcp-local-rag,nkapila6/mcp-local-rag,primitive RAG-like web search model context protocol (MCP) server that runs locally. No APIs needed.,"['local', 'python']",search-data-extraction,https://github.com/nkapila6/mcp-local-rag,https://github.com/nkapila6/mcp-local-rag,MIT,2025-03-13 09:20:19,2025-08-20 00:17:45,2025-08-12 03:13:18,37,14.0,14,2.0,21.0,,3.0,72,,,,,,5.0,8,True,3,,,,
259,just-every/mcp-read-website-fast,just-every/mcp-read-website-fast,"Fast, token-efficient web content extraction for AI agents - converts websites to clean Markdown while preserving..","['local', 'typescript']",search-data-extraction,https://github.com/just-every/mcp-read-website-fast,https://github.com/just-every/mcp-read-website-fast,MIT,2025-06-11 10:58:03,2025-07-21 23:30:11,2025-07-21 23:30:08,55,55.0,8,1.0,2.0,1.0,1.0,70,,,,,,3.0,8,True,3,,,,
260,berlinbra/alpha-vantage-mcp,berlinbra/alpha-vantage-mcp,Alpha Vantage API integration to fetch both stock and crypto information.,"['cloud', 'python']",finance-and-fintech,https://github.com/berlinbra/alpha-vantage-mcp,https://github.com/berlinbra/alpha-vantage-mcp,MIT,2024-12-17 18:35:46,2025-04-17 06:09:23,2025-04-17 06:09:23,65,,29,3.0,24.0,,2.0,69,,,,,,5.0,8,True,3,,,,
261,translated/lara-mcp,translated/lara-mcp,"MCP Server for Lara Translate API, enabling powerful translation capabilities with support for language detection and..","['cloud', 'official', 'typescript']",translation-services,https://github.com/translated/lara-mcp,https://github.com/translated/lara-mcp,MIT,2025-03-31 05:10:30,2025-08-12 18:20:17,2025-08-12 18:20:16,32,8.0,9,7.0,9.0,1.0,3.0,68,,,,2.0,2.0,3.0,8,True,1,,,,
262,OctagonAI/octagon-mcp-server,OctagonAI/octagon-mcp-server,Octagon AI Agents to integrate private and public market data.,"['cloud', 'python']",finance-and-fintech,https://github.com/OctagonAI/octagon-mcp-server,https://github.com/OctagonAI/octagon-mcp-server,MIT,2025-03-12 22:40:51,2025-07-21 16:13:31,2025-07-21 16:13:31,108,10.0,9,1.0,6.0,1.0,,61,,,,,,4.0,8,True,3,,,,
263,heurist-network/heurist-mesh-mcp-server,heurist-network/heurist-mesh-mcp-server,"Access specialized web3 AI agents for blockchain analysis, smart contract security auditing, token metrics evaluation,..","['cloud', 'local', 'official', 'python']",finance-and-fintech,https://github.com/heurist-network/heurist-mesh-mcp-server,https://github.com/heurist-network/heurist-mesh-mcp-server,MIT,2025-03-14 03:31:31,2025-08-11 09:00:29,2025-05-06 06:36:24,21,,14,3.0,3.0,3.0,,57,,,,,,5.0,8,True,3,,,,
264,ztxtxwd/open-feishu-mcp-server,ztxtxwd/open-feishu-mcp-server,"A Model Context Protocol (MCP) server with built-in Feishu OAuth authentication, supporting remote connections and..","['cloud', 'local', 'typescript']",communication,https://github.com/ztxtxwd/open-feishu-mcp-server,https://github.com/ztxtxwd/open-feishu-mcp-server,MIT,2025-05-18 13:58:21,2025-08-05 16:02:16,2025-08-05 16:02:05,94,82.0,5,2.0,10.0,7.0,15.0,56,,,,,,2.0,8,True,3,,,,
265,kopfrechner/gitlab-mr-mcp,kopfrechner/gitlab-mr-mcp,Interact seamlessly with issues and merge requests of your GitLab projects.,"['cloud', 'typescript']",version-control,https://github.com/kopfrechner/gitlab-mr-mcp,https://github.com/kopfrechner/gitlab-mr-mcp,MIT,2025-03-24 20:02:10,2025-08-19 19:47:43,2025-08-19 19:47:35,79,24.0,17,1.0,34.0,3.0,5.0,55,,,,,,8.0,8,True,3,,,,
266,apinetwork/piapi-mcp-server,apinetwork/piapi-mcp-server,PiAPI MCP server makes users able to generate media content with Midjourney/Flux/Kling/Hunyuan/Udio/Trellis directly..,"['cloud', 'typescript']",other-tools-and-integrations,https://github.com/apinetwork/piapi-mcp-server,https://github.com/apinetwork/piapi-mcp-server,MIT,2024-12-26 10:46:39,2025-08-15 09:43:50,2025-08-15 09:43:50,26,3.0,18,2.0,18.0,2.0,,54,,,,,,5.0,8,True,3,,,,
267,NON906/omniparser-autogui-mcp,NON906/omniparser-autogui-mcp,Automatic operation of on-screen GUI.,['python'],other-tools-and-integrations,https://github.com/NON906/omniparser-autogui-mcp,https://github.com/NON906/omniparser-autogui-mcp,MIT,2025-02-26 06:38:10,2025-03-02 01:53:48,2025-03-02 01:53:34,24,,9,4.0,1.0,1.0,,53,,,,,,,8,True,3,,,,
268,SaseQ/discord-mcp,SaseQ/discord-mcp,A MCP server for the Discord integration. Enable your AI assistants to seamlessly interact with Discord. Enhance your..,"['java', 'local', 'typescript']",communication,https://github.com/SaseQ/discord-mcp,https://github.com/SaseQ/discord-mcp,MIT,2025-03-14 21:00:40,2025-08-11 16:36:35,2025-08-11 16:35:55,50,14.0,12,1.0,4.0,,,51,,,,,,5.0,8,True,3,,,,True
269,chatmcp/mcp-server-chatsum,chatmcp/mcp-server-chatsum,Query and summarize your chat messages with AI prompts.,[],knowledge-and-memory,https://github.com/chatmcp/mcp-server-chatsum,https://github.com/chatmcp/mcp-server-chatsum,,2024-12-03 16:08:19,2024-12-04 02:58:20,2024-12-04 02:58:15,3,,98,10.0,1.0,5.0,,1013,,,,,,,7,True,3,,,,
270,mem0ai/mem0-mcp,mem0ai/mem0-mcp,"A Model Context Protocol server for Mem0 that helps manage coding preferences and patterns, providing tools for..","['local', 'python']",knowledge-and-memory,https://github.com/mem0ai/mem0-mcp,https://github.com/mem0ai/mem0-mcp,,2025-02-18 08:35:49,2025-05-17 22:21:56,2025-05-12 17:03:40,20,,85,4.0,10.0,4.0,,435,,,,,,4.0,7,True,3,,,,
271,recursechat/mcp-server-apple-shortcuts,recursechat/mcp-server-apple-shortcuts,An MCP Server Integration with Apple Shortcuts.,"['local', 'macos', 'typescript']",browser-automation,https://github.com/recursechat/mcp-server-apple-shortcuts,https://github.com/recursechat/mcp-server-apple-shortcuts,Apache-2.0,2024-12-11 20:32:57,2024-12-22 03:27:15,2024-12-22 03:27:15,12,,22,3.0,3.0,2.0,1.0,234,,,,,,2.0,7,True,3,,,,
272,jae-jae/g-search-mcp,jae-jae/g-search-mcp,A powerful MCP server for Google search that enables parallel searching with multiple keywords simultaneously.,"['local', 'typescript']",search-data-extraction,https://github.com/jae-jae/g-search-mcp,https://github.com/jae-jae/g-search-mcp,MIT,2025-03-26 07:41:30,2025-06-14 15:46:10,2025-06-14 15:46:00,16,1.0,16,4.0,2.0,2.0,3.0,196,,,,,,,7,True,3,,,,
273,YuChenSSR/mindmap-mcp-server,YuChenSSR/mindmap-mcp-server,A Model Context Protocol (MCP) server for generating a beautiful interactive mindmap.,"['local', 'python']",developer-tools,https://github.com/YuChenSSR/mindmap-mcp-server,https://github.com/YuChenSSR/mindmap-mcp-server,MIT,2025-03-19 12:05:58,2025-05-20 12:49:06,2025-05-20 12:48:52,27,,16,1.0,1.0,2.0,3.0,182,,,,1.0,1.0,,7,True,3,,,,
274,hellokaton/unsplash-mcp-server,hellokaton/unsplash-mcp-server,A MCP server for Unsplash image search.,"['cloud', 'python']",search-data-extraction,https://github.com/hellokaton/unsplash-mcp-server,https://github.com/hellokaton/unsplash-mcp-server,MIT,2025-03-18 08:42:50,2025-07-07 13:53:35,2025-07-07 13:53:35,22,1.0,17,1.0,4.0,1.0,6.0,161,,,,,,3.0,7,True,3,,,,
275,blackwhite084/playwright-plus-python-mcp,blackwhite084/playwright-plus-python-mcp,"An MCP python server using Playwright for browser automation,more suitable for llm.",['python'],browser-automation,https://github.com/blackwhite084/playwright-plus-python-mcp,https://github.com/blackwhite084/playwright-plus-python-mcp,Apache-2.0,2025-01-04 08:23:58,2025-01-07 06:35:52,2025-01-07 06:34:58,7,,21,3.0,3.0,2.0,,144,,,,,,2.0,7,True,3,,,,
276,aliyun/alibabacloud-tablestore-mcp-server,aliyun/alibabacloud-tablestore-mcp-server,"MCP service for Tablestore, features include adding documents, semantic search for documents based on vectors and..","['cloud', 'java', 'python']",databases,https://github.com/aliyun/alibabacloud-tablestore-mcp-server,https://github.com/aliyun/alibabacloud-tablestore-mcp-server,Apache-2.0,2025-03-19 03:10:51,2025-04-28 08:20:15,2025-04-28 08:19:40,19,,35,4.0,,,5.0,144,,,,,,,7,True,3,,,,
277,sirmews/mcp-pinecone,sirmews/mcp-pinecone,Pinecone integration with vector search capabilities.,"['cloud', 'python']",databases,https://github.com/sirmews/mcp-pinecone,https://github.com/sirmews/mcp-pinecone,MIT,2024-12-08 04:53:27,2025-01-31 08:20:22,2025-01-31 08:20:21,56,,27,1.0,4.0,4.0,,142,,,,,,2.0,7,True,3,,,,
278,securityfortech/secops-mcp,securityfortech/secops-mcp,All-in-one security testing toolbox that brings together popular open source tools through a single MCP interface...,"['local', 'python']",security,https://github.com/securityfortech/secops-mcp,https://github.com/securityfortech/secops-mcp,MIT,2025-03-28 10:26:05,2025-08-23 16:34:21,2025-08-23 16:34:21,11,5.0,16,3.0,3.0,3.0,,134,,,,,,4.0,7,True,3,,,,
279,f4ww4z/mcp-mysql-server,f4ww4z/mcp-mysql-server,Node.js-based MySQL database integration that provides secure MySQL database operations.,"['local', 'typescript']",databases,https://github.com/f4ww4z/mcp-mysql-server,https://github.com/f4ww4z/mcp-mysql-server,MIT,2024-12-13 09:39:28,2025-05-03 02:58:09,2025-05-03 02:58:09,19,,23,1.0,9.0,8.0,3.0,103,,,,,,7.0,7,True,3,,,,
280,doggybee/mcp-server-ccxt,doggybee/mcp-server-ccxt,An MCP server for accessing real-time crypto market data and trading via 20+ exchanges using the CCXT library...,"['cloud', 'typescript']",finance-and-fintech,https://github.com/doggybee/mcp-server-ccxt,https://github.com/doggybee/mcp-server-ccxt,MIT,2025-03-30 04:44:33,2025-06-03 03:55:44,2025-06-03 03:51:06,61,2.0,15,2.0,4.0,1.0,1.0,98,2025-04-01 05:28:10,1.2.1,1.0,1.0,1.0,4.0,7,True,3,,,,
281,ChronulusAI/chronulus-mcp,ChronulusAI/chronulus-mcp,Predict anything with Chronulus AI forecasting and prediction agents.,"['cloud', 'python']",data-science-tools,https://github.com/ChronulusAI/chronulus-mcp,https://github.com/ChronulusAI/chronulus-mcp,MIT,2025-02-16 03:33:30,2025-07-19 14:35:19,2025-04-23 16:29:07,4,,15,2.0,3.0,1.0,,96,,,,,,,7,True,3,,,,
282,cobanov/teslamate-mcp,cobanov/teslamate-mcp,"A Model Context Protocol (MCP) server that provides access to your TeslaMate database, allowing AI assistants to query..","['local', 'python']",travel-and-transportation,https://github.com/cobanov/teslamate-mcp,https://github.com/cobanov/teslamate-mcp,,2025-06-08 11:39:15,2025-08-18 06:28:49,2025-08-18 06:28:48,28,28.0,10,,3.0,1.0,,94,,,,,,4.0,7,True,3,,,,
283,QuantGeekDev/coincap-mcp,QuantGeekDev/coincap-mcp,"Real-time cryptocurrency market data integration using CoinCaps public API, providing access to crypto prices and..","['cloud', 'typescript']",finance-and-fintech,https://github.com/QuantGeekDev/coincap-mcp,https://github.com/QuantGeekDev/coincap-mcp,MIT,2024-12-08 20:38:43,2025-01-30 16:30:02,2025-01-30 16:30:02,31,,21,2.0,6.0,2.0,,84,,,,2.0,2.0,2.0,7,True,3,,,,
284,omni-mcp/isaac-sim-mcp,omni-mcp/isaac-sim-mcp,"A MCP Server and an extension enables natural language control of NVIDIA Isaac Sim, Lab, OpenUSD and etc.","['cloud', 'typescript']",art-and-culture,https://github.com/omni-mcp/isaac-sim-mcp,https://github.com/omni-mcp/isaac-sim-mcp,MIT,2025-03-31 04:43:01,2025-04-25 12:39:05,2025-04-23 08:13:18,14,,16,7.0,5.0,1.0,3.0,73,2025-04-25 12:39:05,0.3.0,1.0,,,2.0,7,True,3,,,,
285,BurtTheCoder/mcp-shodan,BurtTheCoder/mcp-shodan,"MCP server for querying the Shodan API and Shodan CVEDB. This server provides tools for IP lookups, device searches,..","['cloud', 'typescript', 'windows']",security,https://github.com/BurtTheCoder/mcp-shodan,https://github.com/BurtTheCoder/mcp-shodan,MIT,2024-12-12 18:01:09,2025-03-03 06:58:41,2025-03-03 06:58:36,34,,10,1.0,5.0,1.0,,72,,,,1.0,1.0,4.0,7,True,3,,,,
286,ChristianHinge/dicom-mcp,ChristianHinge/dicom-mcp,"DICOM integration to query, read, and move medical images and reports from PACS and other DICOM compliant systems.","['cloud', 'local', 'python']",databases,https://github.com/ChristianHinge/dicom-mcp,https://github.com/ChristianHinge/dicom-mcp,MIT,2025-03-11 16:58:30,2025-05-05 19:19:12,2025-05-05 19:19:12,56,,18,4.0,14.0,1.0,1.0,62,2025-04-28 10:33:20,.0.1.2,2.0,,,2.0,7,True,3,,,,
287,TheRaLabs/legion-mcp,TheRaLabs/legion-mcp,"Universal database MCP server supporting multiple database types including PostgreSQL, Redshift, CockroachDB, MySQL,..","['local', 'python']",databases,https://github.com/TheRaLabs/legion-mcp,https://github.com/TheRaLabs/legion-mcp,GPL-3.0,2025-03-24 02:06:22,2025-05-11 02:46:12,2025-05-11 02:46:12,19,,12,2.0,7.0,3.0,,62,2025-05-10 17:01:46,0.1.4,2.0,,,,7,True,3,,,,
288,13bm/GhidraMCP,13bm/GhidraMCP,"MCP server for integrating Ghidra with AI assistants. This plugin enables binary analysis, providing tools for..","['java', 'local', 'python']",security,https://github.com/13bm/GhidraMCP,https://github.com/13bm/GhidraMCP,,2025-03-24 12:54:19,2025-03-26 19:42:25,2025-03-26 19:42:19,11,,10,2.0,,,,62,2025-03-26 18:29:16,0.1.1,2.0,,,,7,True,3,209.0,41.0,,
289,AbdelStark/bitcoin-mcp,AbdelStark/bitcoin-mcp,"A Model Context Protocol (MCP) server that enables AI models to interact with Bitcoin, allowing them to generate keys,..",[],other-tools-and-integrations,https://github.com/AbdelStark/bitcoin-mcp,https://github.com/AbdelStark/bitcoin-mcp,MIT,2025-02-05 17:03:12,2025-08-01 09:38:50,2025-08-01 09:38:50,43,2.0,14,1.0,6.0,,,56,,,,,,5.0,7,True,3,,,,
290,SecretiveShell/MCP-wolfram-alpha,SecretiveShell/MCP-wolfram-alpha,An MCP server for querying wolfram alpha API.,"['cloud', 'python']",other-tools-and-integrations,https://github.com/SecretiveShell/MCP-wolfram-alpha,https://github.com/SecretiveShell/MCP-wolfram-alpha,MIT,2024-12-20 14:12:31,2025-08-18 14:01:31,2025-08-18 14:01:31,21,5.0,12,1.0,5.0,1.0,2.0,56,,,,,,4.0,7,True,3,,,,
291,kdqed/zaturn,kdqed/zaturn,"Link multiple data sources (SQL, CSV, Parquet, etc.) and ask AI to analyze the data for insights and visualizations.","['linux', 'local', 'macos', 'python', 'windows']",data-science-tools,https://github.com/kdqed/zaturn,https://github.com/kdqed/zaturn,MIT,2025-04-07 10:43:32,2025-07-31 20:35:00,2025-07-31 20:34:52,65,23.0,7,1.0,4.0,,4.0,55,,,,,,2.0,7,True,3,,,,
292,rember/rember-mcp,rember/rember-mcp,Create spaced repetition flashcards in Rember to remember anything you learn in your chats.,"['local', 'typescript']",other-tools-and-integrations,https://github.com/rember/rember-mcp,https://github.com/rember/rember-mcp,MIT,2025-02-28 10:46:02,2025-03-28 09:29:27,2025-03-28 09:29:23,49,,6,2.0,1.0,1.0,,53,,,,1.0,1.0,,7,True,3,,,,
293,erithwik/mcp-hn,erithwik/mcp-hn,"An MCP server to search Hacker News, get top stories, and more.","['cloud', 'python']",search-data-extraction,https://github.com/erithwik/mcp-hn,https://github.com/erithwik/mcp-hn,MIT,2024-12-28 23:00:56,2025-07-14 02:15:28,2025-07-14 02:15:28,15,4.0,11,1.0,5.0,1.0,,51,,,,,,5.0,7,True,3,,,,
294,yuna0x0/anilist-mcp,yuna0x0/anilist-mcp,A MCP server integrating AniList API for anime and manga information.,"['cloud', 'typescript']",art-and-culture,https://github.com/yuna0x0/anilist-mcp,https://github.com/yuna0x0/anilist-mcp,MIT,2025-03-20 16:00:06,2025-08-24 09:37:23,2025-08-24 08:20:09,29,2.0,7,1.0,2.0,1.0,2.0,50,2025-08-07 13:30:14,1.2.5,18.0,1.0,1.0,2.0,7,True,3,,,,True
295,jjsantos01/qgis_mcp,jjsantos01/qgis_mcp,"connects QGIS Desktop to Claude AI through the MCP. This integration enables prompt-assisted project creation, layer..",[],location-services,https://github.com/jjsantos01/qgis_mcp,https://github.com/jjsantos01/qgis_mcp,,2025-03-12 21:09:53,2025-03-16 01:52:12,2025-03-13 21:13:27,8,,83,11.0,5.0,2.0,10.0,610,,,,,,,6,True,1,,,,
296,samuelgursky/davinci-resolve-mcp,samuelgursky/davinci-resolve-mcp,"MCP server integration for DaVinci Resolve providing powerful tools for video editing, color grading, media..",['python'],art-and-culture,https://github.com/samuelgursky/davinci-resolve-mcp,https://github.com/samuelgursky/davinci-resolve-mcp,MIT,2025-03-18 03:11:04,2025-04-02 02:35:22,2025-04-02 02:35:08,15,,26,8.0,4.0,6.0,2.0,289,,,,,,2.0,6,True,3,,,,
297,pskill9/web-search,pskill9/web-search,"An MCP server that enables free web searching using Google search results, with no API keys required.","['local', 'typescript']",browser-automation,https://github.com/pskill9/web-search,https://github.com/pskill9/web-search,,2024-12-30 02:34:47,2024-12-30 02:36:50,2024-12-30 02:36:44,1,,42,5.0,2.0,4.0,,273,,,,,,,6,True,3,,,,
298,wegotdocs/open-mcp,wegotdocs/open-mcp,Turn a web API into an MCP server in 10 seconds and add it to the open source registry: https://open-mcp.org.,"['linux', 'local', 'macos', 'typescript', 'windows']",aggregators,https://github.com/wegotdocs/open-mcp,https://github.com/wegotdocs/open-mcp,,2025-03-27 14:40:31,2025-08-24 17:32:10,2025-07-25 12:33:30,131,4.0,27,5.0,332.0,1.0,2.0,240,,,,,,2.0,6,True,3,,,,
299,aaronjmars/web3-research-mcp,aaronjmars/web3-research-mcp,Deep Research for crypto - free & fully local.,"['cloud', 'typescript']",finance-and-fintech,https://github.com/aaronjmars/web3-research-mcp,https://github.com/aaronjmars/web3-research-mcp,Apache-2.0,2025-04-11 15:33:16,2025-06-05 13:26:35,2025-06-05 13:26:35,14,1.0,75,2.0,4.0,,1.0,164,,,,,,3.0,6,True,3,,,,
300,marcelmarais/spotify-mcp-server,marcelmarais/spotify-mcp-server,Control Spotify playback and manage playlists.,"['local', 'typescript']",other-tools-and-integrations,https://github.com/marcelmarais/spotify-mcp-server,https://github.com/marcelmarais/spotify-mcp-server,,2025-03-19 13:15:18,2025-08-07 21:20:07,2025-08-07 21:20:04,30,5.0,29,3.0,16.0,1.0,2.0,120,,,,,,7.0,6,True,3,,,,
